Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,Price_per_Room,property_type
Chelsea,51 Embankment Gr,4,h,903000.0,S,Buxton,24/09/2016,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,225750.0,House
Cheltenham,31 Cobham St,4,h,1311000.0,S,hockingstuart,24/09/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council,327750.0,House
Cheltenham,207/30 Garfield St,3,u,650000.0,VB,Ray,24/09/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council,216666.66666666666,Unit
Cheltenham,11 Jennifer St,3,h,1100000.0,S,O'Brien,24/09/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council,366666.6666666667,House
Cheltenham,17b Norma Av,3,t,992000.0,S,Greg,24/09/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council,330666.6666666667,Townhouse
Cheltenham,55 Wallingford St,3,h,991000.0,S,O'Brien,24/09/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council,330333.3333333333,House
Cheltenham,50/310 Warrigal Rd,2,u,470000.0,S,Buxton,24/09/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council,235000.0,Unit
Cheltenham,25 Wembley Av,3,h,1200000.0,S,Buxton,24/09/2016,3192,Southern Metropolitan,9758,17.9,Bayside City Council,400000.0,House
Clayton,23 Brushbox Ct,3,t,515000.0,S,Century,24/09/2016,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,171666.66666666666,Townhouse
Clayton South,1/25 Burns Av,3,u,480000.0,PI,Barry,24/09/2016,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,160000.0,Unit
Clayton South,109 Osborne Av,3,h,620000.0,S,iSell,24/09/2016,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,206666.66666666666,House
Clayton South,2/21 Tennyson Av,2,u,425500.0,S,Century,24/09/2016,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,212750.0,Unit
Clifton Hill,18 Barries Pl,3,t,825000.0,SP,Jellis,24/09/2016,3068,Northern Metropolitan,2954,3.6,Yarra City Council,275000.0,Townhouse
Clifton Hill,1/493 Hoddle St,2,u,533000.0,SP,Jellis,24/09/2016,3068,Northern Metropolitan,2954,3.6,Yarra City Council,266500.0,Unit
Coburg,2 Franklin St,2,h,1008000.0,S,Jellis,24/09/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council,504000.0,House
Coburg,74 Linda St,3,t,800000.0,PI,Peter,24/09/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council,266666.6666666667,Townhouse
Coburg,3/20 Loch St,2,t,599000.0,S,Ray,24/09/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council,299500.0,Townhouse
Coburg,50a Rennie St,2,h,860000.0,S,Nelson,24/09/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council,430000.0,House
Coburg,1 Shaftsbury St,4,h,990000.0,SP,Grantham,24/09/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council,247500.0,House
Coburg,3/30 Shaftsbury St,2,u,451000.0,S,RT,24/09/2016,3058,Northern Metropolitan,11204,6.7,Darebin City Council,225500.0,Unit
Coburg North,146 Elizabeth St,3,h,2000000.0,S,Ray,24/09/2016,3058,Northern Metropolitan,3445,6.7,Darebin City Council,666666.6666666666,House
Collingwood,5/61 Little Oxford St,2,u,672000.0,S,Jellis,24/09/2016,3066,Northern Metropolitan,4553,2.0,Yarra City Council,336000.0,Unit
Collingwood,31/78 Oxford St,2,u,1215000.0,S,Jellis,24/09/2016,3066,Northern Metropolitan,4553,2.0,Yarra City Council,607500.0,Unit
Craigieburn,20 Creighton Wy,3,h,348000.0,S,LITTLE,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,116000.0,House
Craigieburn,15 Durban Pl,4,h,500000.0,SP,Daniel,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,125000.0,House
Craigieburn,23 Emblem Wy,4,h,485000.0,S,LJ,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,121250.0,House
Craigieburn,32 Fawkner La,3,h,362000.0,SP,hockingstuart,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,120666.66666666667,House
Craigieburn,493 Grand Bvd,4,h,495000.0,S,RE,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,123750.0,House
Craigieburn,7a Huntington Dr,2,t,310000.0,S,RE,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,155000.0,Townhouse
Craigieburn,23 Langdon Cr,3,h,390000.0,SP,Professionals,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,130000.0,House
Craigieburn,41 Langdon Cr,3,h,440000.0,SP,Brad,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,146666.66666666666,House
Craigieburn,38 Medway Rd,3,h,300000.0,PI,RE,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,100000.0,House
Craigieburn,40 Westerfolds Lp,5,h,570000.0,SP,Barry,24/09/2016,3064,Northern Metropolitan,15510,20.6,Hume City Council,114000.0,House
Cremorne,54 Balmain St,2,h,1110000.0,S,Biggin,24/09/2016,3121,Northern Metropolitan,1123,2.4,Yarra City Council,555000.0,House
Cremorne,308/163 Cremorne St,2,u,565000.0,S,hockingstuart,24/09/2016,3121,Northern Metropolitan,1123,2.4,Yarra City Council,282500.0,Unit
Cremorne,175 Dover St,2,t,1010000.0,S,hockingstuart,24/09/2016,3121,Northern Metropolitan,1123,2.4,Yarra City Council,505000.0,Townhouse
Croydon,35 Sellick Dr,3,h,800000.0,S,McGrath,24/09/2016,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council,266666.6666666667,House
Croydon North,13 Humber Rd,4,h,580000.0,SP,McGrath,24/09/2016,3136,Eastern Metropolitan,2985,23.0,Maroondah City Council,145000.0,House
Croydon South,18 Banksia Ct,4,h,840000.0,S,hockingstuart,24/09/2016,3136,Eastern Metropolitan,1863,23.0,Maroondah City Council,210000.0,House
Croydon South,33 Olympus Dr,4,h,875000.0,S,hockingstuart,24/09/2016,3136,Eastern Metropolitan,1863,23.0,Maroondah City Council,218750.0,House
Dandenong,6/19 Close Av,2,u,290000.0,PI,Hall,24/09/2016,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council,145000.0,Unit
Dandenong North,27 Waranga St,5,h,791000.0,S,LITTLE,24/09/2016,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,158200.0,House
Deer Park,2 Cavendish Dr,5,h,550000.0,PI,Bells,24/09/2016,3023,Western Metropolitan,6388,14.8,Brimbank City Council,110000.0,House
Deer Park,29 Lewin St,4,h,595000.0,S,FN,24/09/2016,3023,Western Metropolitan,6388,14.8,Brimbank City Council,148750.0,House
Deer Park,15 Tulloch St,3,h,400000.0,SP,Biggin,24/09/2016,3023,Western Metropolitan,6388,14.8,Brimbank City Council,133333.33333333334,House
Delahey,8 Cooper Ct,4,h,557000.0,S,Barry,24/09/2016,3037,Western Metropolitan,2898,18.0,Brimbank City Council,139250.0,House
Diamond Creek,5 Koonawarra Wy,3,h,605000.0,S,Ray,24/09/2016,3089,Northern Victoria,4258,21.8,Nillumbik Shire Council,201666.66666666666,House
Dingley Village,8 Greenwoods Cl,4,h,888000.0,SP,Buxton,24/09/2016,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,222000.0,House
Dingley Village,1 Penn Pl,4,h,900000.0,S,Ray,24/09/2016,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,225000.0,House
Doncaster,22 Tandara Av,4,h,1505000.0,S,Barry,24/09/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,376250.0,House
Doncaster,5 Warren St,5,h,1322000.0,S,Jellis,24/09/2016,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,264400.0,House
Doncaster East,30 Churchill St,3,h,1703000.0,S,Jellis,24/09/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,567666.6666666666,House
Doncaster East,2/1051 Doncaster Rd,4,h,840000.0,VB,Jellis,24/09/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,210000.0,House
Doncaster East,3/17 Elizabeth St,2,u,660000.0,S,Jellis,24/09/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,330000.0,Unit
Doncaster East,10 Peachwood Ri,4,h,1200000.0,SP,Barry,24/09/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,300000.0,House
Doncaster East,37 Woodlea St,4,h,1260000.0,S,Philip,24/09/2016,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,315000.0,House
Donvale,6/25 Wooddale Gr,2,t,545000.0,S,Philip,24/09/2016,3111,Eastern Metropolitan,4790,16.1,Manningham City Council,272500.0,Townhouse
Doreen,21 Starboard Dr,5,h,575000.0,S,Buckingham,24/09/2016,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council,115000.0,House
East Melbourne,6/108 George St,1,u,565000.0,SP,Caine,24/09/2016,3002,Northern Metropolitan,3040,1.3,Melbourne City Council,565000.0,Unit
Edithvale,18 Field Av,4,h,845000.0,S,hockingstuart,24/09/2016,3196,South-Eastern Metropolitan,2546,27.0,Kingston City Council,211250.0,House
Elsternwick,5/33 Nepean Hwy,2,t,751000.0,S,McGrath,24/09/2016,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council,375500.0,Townhouse
Eltham,1/103 Bible St,2,u,480000.0,PI,Darren,24/09/2016,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,240000.0,Unit
Eltham,860 Main Rd,5,h,1200000.0,PI,Buckingham,24/09/2016,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,240000.0,House
Elwood,5/106 Addison St,2,u,680000.0,SP,Chisholm,24/09/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,340000.0,Unit
Elwood,5/9 Dickens St,2,u,600000.0,S,hockingstuart,24/09/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,300000.0,Unit
Elwood,7/76 Mitford St,1,u,370000.0,PI,Hodges,24/09/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,370000.0,Unit
Elwood,6/10 Vautier St,2,u,612000.0,S,Buxton,24/09/2016,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,306000.0,Unit
Epping,3 Encounter Pl,5,h,634000.0,S,Iconek,24/09/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,126800.0,House
Epping,15 Howard St,4,h,750000.0,S,Stockdale,24/09/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,187500.0,House
Epping,46 Kalman Rd,3,h,430000.0,S,LJ,24/09/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,143333.33333333334,House
Epping,1 Meranti Wy,4,h,640000.0,PI,hockingstuart,24/09/2016,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,160000.0,House
Essendon,3/136 Hoffmans Rd,2,u,405000.0,S,Nelson,24/09/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,202500.0,Unit
Essendon,5/12 Schofield St,2,u,450000.0,SP,Brad,24/09/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,225000.0,Unit
Essendon,1/35 William St,2,u,740000.0,S,Nelson,24/09/2016,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,370000.0,Unit
Essendon West,2/45 Hoffmans Rd,3,t,970000.0,PI,Barry,24/09/2016,3040,Western Metropolitan,588,7.5,Moonee Valley City Council,323333.3333333333,Townhouse
Fairfield,4/224 Arthur St,2,t,805000.0,S,McGrath,24/09/2016,3078,Northern Metropolitan,2970,5.7,Darebin City Council,402500.0,Townhouse
Fawkner,162 Anderson Rd,3,h,550000.0,S,Brad,24/09/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council,183333.33333333334,House
Fawkner,1/80 Argyle St,4,u,540000.0,S,hockingstuart,24/09/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council,135000.0,Unit
Fawkner,41 Murray St,3,h,643000.0,S,Nelson,24/09/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council,214333.33333333334,House
Fawkner,34a Preston St,3,h,631000.0,S,hockingstuart,24/09/2016,3060,Northern Metropolitan,5070,13.1,Hume City Council,210333.33333333334,House
Fitzroy,107 Cecil St,2,h,1300000.0,S,Nelson,24/09/2016,3065,Northern Metropolitan,5825,2.1,Yarra City Council,650000.0,House
Fitzroy North,86 Clauscen St,3,h,1710000.0,S,Collins,24/09/2016,3068,Northern Metropolitan,6244,3.6,Moreland City Council,570000.0,House
Flemington,65 Victoria St,3,h,850000.0,VB,Jellis,24/09/2016,3031,Northern Metropolitan,3593,3.4,Melbourne City Council,283333.3333333333,House
Footscray,2/10 Leigh St,2,u,525000.0,PI,Sweeney,24/09/2016,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,262500.0,Unit
Footscray,4/11 Nicholson St,1,u,282000.0,PI,Sweeney,24/09/2016,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,282000.0,Unit
Footscray,2/25 Stanlake St,3,t,699000.0,S,Jas,24/09/2016,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,233000.0,Townhouse
Forest Hill,54a Stevens Rd,3,t,686000.0,S,Ray,24/09/2016,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,228666.66666666666,Townhouse
Frankston,34 Dell Rd,3,h,603000.0,S,Ray,24/09/2016,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,201000.0,House
Frankston,39 Foot St,3,h,570000.0,S,hockingstuart,24/09/2016,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,190000.0,House
Frankston,50 Leonard St,3,h,560000.0,S,O'Brien,24/09/2016,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,186666.66666666666,House
Frankston South,24 Neil St,4,h,795000.0,PI,hockingstuart,24/09/2016,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,198750.0,House
Frankston South,4 Warnoo Ct,3,h,680000.0,S,U,24/09/2016,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,226666.66666666666,House
Frankston South,99 Yuille St,3,h,530000.0,S,U,24/09/2016,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,176666.66666666666,House
Gisborne,12 Coop Dr,4,h,575000.0,PI,Raine,24/09/2016,3437,Northern Victoria,3376,45.9,Macedon Ranges Shire Council,143750.0,House
Gisborne,102 Frith Rd,3,h,580000.0,VB,Raine,24/09/2016,3437,Northern Victoria,3376,45.9,Macedon Ranges Shire Council,193333.33333333334,House
Gladstone Park,6 Cassandra Dr,3,h,575000.0,S,Jason,24/09/2016,3043,Western Metropolitan,3285,12.9,Hume City Council,191666.66666666666,House
Gladstone Park,20 Linacre Cr,4,h,496000.0,S,Jason,24/09/2016,3043,Western Metropolitan,3285,12.9,Hume City Council,124000.0,House
Gladstone Park,20 Nigel Cr,4,h,600000.0,S,Barry,24/09/2016,3043,Western Metropolitan,3285,12.9,Hume City Council,150000.0,House
Glen Huntly,201/1177 Glen Huntly Rd,2,u,445000.0,S,Woodards,24/09/2016,3163,Southern Metropolitan,2403,10.1,Glen Eira City Council,222500.0,Unit
Glen Iris,2/13 Estella St,2,u,690000.0,S,O'Donoghues,24/09/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,345000.0,Unit
Glen Iris,7 Hope St,3,t,1200000.0,VB,O'Donoghues,24/09/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,400000.0,Townhouse
Glen Iris,15 Howitt St,4,h,3010000.0,S,Kay,24/09/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,752500.0,House
Glen Iris,3/32 Iris Rd,2,u,785000.0,S,Jellis,24/09/2016,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,392500.0,Unit
Glen Waverley,1 Blenheim Av,4,h,1411000.0,S,Ray,24/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council,352750.0,House
Glen Waverley,6 Callaghan Av,3,t,905000.0,S,Biggin,24/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council,301666.6666666667,Townhouse
Glen Waverley,1/25 Golden Gr,3,h,825000.0,S,Jellis,24/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council,275000.0,House
Glen Waverley,31 Hunter St,4,h,1500880.0,SP,Ray,24/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council,375220.0,House
Glen Waverley,31 Jordan Gr,4,h,1333000.0,SP,Harcourts,24/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council,333250.0,House
Glen Waverley,46 Townsend St,3,h,1570000.0,SP,Ray,24/09/2016,3150,Eastern Metropolitan,15321,16.7,Monash City Council,523333.3333333333,House
Glenroy,47 Cardinal Rd,4,h,1217500.0,S,Barry,24/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council,304375.0,House
Glenroy,135 Hilton St,3,h,600000.0,SP,Barry,24/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council,200000.0,House
Glenroy,3/19 Isla Av,3,u,470000.0,SP,Barry,24/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council,156666.66666666666,Unit
Glenroy,34 Melbourne Av,2,h,452000.0,S,Barry,24/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council,226000.0,House
Glenroy,29 Moonee Bvd,3,h,570000.0,PI,Barry,24/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council,190000.0,House
Glenroy,46 Sadie St,4,h,655000.0,SP,Stockdale,24/09/2016,3046,Northern Metropolitan,8870,11.2,Moreland City Council,163750.0,House
Greensborough,214 Elder St,3,h,678500.0,S,Darren,24/09/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council,226166.66666666666,House
Greensborough,1/27 Jessop St,3,h,655000.0,S,Darren,24/09/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council,218333.33333333334,House
Greensborough,49 Nell St,3,h,757000.0,S,Darren,24/09/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council,252333.33333333334,House
Greensborough,2 Vabiro Ct,3,h,775000.0,S,hockingstuart,24/09/2016,3088,Northern Metropolitan,8524,16.1,Banyule City Council,258333.33333333334,House
Greenvale,17 Piccadilly Ct,4,h,803000.0,S,Barry,24/09/2016,3059,Northern Metropolitan,4864,20.4,Hume City Council,200750.0,House
Hadfield,42 West St,3,h,725000.0,S,Brad,24/09/2016,3046,Northern Metropolitan,2606,11.2,Moreland City Council,241666.66666666666,House
Hampton,1/237 Hampton St,1,u,500000.0,SP,Marshall,24/09/2016,3188,Southern Metropolitan,5454,13.8,Bayside City Council,500000.0,Unit
Hampton,2/95 Thomas St,3,t,1100000.0,S,Hodges,24/09/2016,3188,Southern Metropolitan,5454,13.8,Bayside City Council,366666.6666666667,Townhouse
Hampton Park,13 Keller Ct,4,h,520000.0,S,LJ,24/09/2016,3976,South-Eastern Metropolitan,8256,33.3,Casey City Council,130000.0,House
Hawthorn,1/3 Clovelly Ct,2,u,751000.0,S,RT,24/09/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,375500.0,Unit
Hawthorn,24 College St,3,h,1551000.0,S,Jellis,24/09/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,517000.0,House
Hawthorn,8/67 Denham St,1,u,415000.0,S,Woodards,24/09/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,415000.0,Unit
Hawthorn,12/48 Oxley Rd,2,u,743000.0,S,Jellis,24/09/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,371500.0,Unit
Hawthorn,11/26 Selbourne St,1,u,420000.0,S,LITTLE,24/09/2016,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,420000.0,Unit
Hawthorn East,4 Temple St,6,h,1666000.0,S,Noel,24/09/2016,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,277666.6666666667,House
Heidelberg,10 Cleve Gr,3,h,1195000.0,S,Miles,24/09/2016,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,398333.3333333333,House
Heidelberg,1/14 Edgar St,3,h,850000.0,VB,Fletchers,24/09/2016,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,283333.3333333333,House
Heidelberg,4/97 Hawdon St,4,u,830000.0,S,Miles,24/09/2016,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,207500.0,Unit
Heidelberg,55 Hodgson St,3,h,1076000.0,S,Miles,24/09/2016,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,358666.6666666667,House
Heidelberg,14 Scarborough Dr,4,h,1362000.0,S,Miles,24/09/2016,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,340500.0,House
Heidelberg Heights,2 Law St,2,h,675000.0,S,Fletchers,24/09/2016,3081,Eastern Metropolitan,2947,8.8,Banyule City Council,337500.0,House
Heidelberg West,38 Coomalie Cr,3,h,687000.0,S,William,24/09/2016,3081,Eastern Metropolitan,2674,8.8,Banyule City Council,229000.0,House
Highett,40 Dalmont St,3,h,1196000.0,S,Woodards,24/09/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council,398666.6666666667,House
Highett,4/278 Highett Rd,2,u,480000.0,S,Buxton,24/09/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council,240000.0,Unit
Highett,2 Rowans Rd,3,h,930000.0,S,Hodges,24/09/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council,310000.0,House
Highett,22 Royalty Av,4,h,1160000.0,S,RT,24/09/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council,290000.0,House
Highett,46 Tennyson St,3,h,850000.0,S,Charlton,24/09/2016,3190,Southern Metropolitan,4794,16.0,Bayside City Council,283333.3333333333,House
Hillside,2 Daymar Ct,4,h,460000.0,SP,YPA,24/09/2016,3037,Western Metropolitan,5556,18.0,Brimbank City Council,115000.0,House
Hillside,20 James Ct,4,h,635000.0,S,Barry,24/09/2016,3037,Western Metropolitan,5556,18.0,Brimbank City Council,158750.0,House
Hillside,5 Summerhill Dr,3,h,622000.0,S,Barry,24/09/2016,3037,Western Metropolitan,5556,18.0,Brimbank City Council,207333.33333333334,House
Huntingdale,1590 Dandenong Rd,3,h,928500.0,S,Woodards,24/09/2016,3166,Southern Metropolitan,768,12.3,Monash City Council,309500.0,House
Hurstbridge,61 Curtain Rd,3,h,600000.0,PI,Mason,24/09/2016,3099,Northern Victoria,1345,26.1,Nillumbik Shire Council,200000.0,House
Ivanhoe,3/67 Livingstone St,2,u,630000.0,S,RT,24/09/2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,315000.0,Unit
Ivanhoe,79 Marshall St,4,h,1460000.0,S,Miles,24/09/2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,365000.0,House
Ivanhoe,3/14 Merton St,1,u,421000.0,SP,Nelson,24/09/2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,421000.0,Unit
Jacana,15 Bliburg St,3,h,460000.0,PI,Eview,24/09/2016,3047,Northern Metropolitan,851,14.0,Hume City Council,153333.33333333334,House
Kealba,4 Woolstone Cl,4,h,560000.0,SP,Brad,24/09/2016,3021,Western Metropolitan,1202,14.0,Brimbank City Council,140000.0,House
Keilor Downs,43 Swindon Cr,4,h,640000.0,S,Daniel,24/09/2016,3038,Western Metropolitan,3656,15.5,Brimbank City Council,160000.0,House
Keilor Downs,90 Willys Av,4,h,621000.0,S,Barry,24/09/2016,3038,Western Metropolitan,3656,15.5,Brimbank City Council,155250.0,House
Keilor East,11 Heather Av,4,h,810000.0,S,Brad,24/09/2016,3033,Western Metropolitan,5629,11.7,Brimbank City Council,202500.0,House
Keilor East,13 Wonganella Dr,3,h,720000.0,SP,Brad,24/09/2016,3033,Western Metropolitan,5629,11.7,Brimbank City Council,240000.0,House
Keilor East,24 Yallop Ct,4,h,735000.0,SP,Nelson,24/09/2016,3033,Western Metropolitan,5629,11.7,Brimbank City Council,183750.0,House
Keilor Park,1 Latrose St,3,h,570000.0,PI,Nelson,24/09/2016,3042,Western Metropolitan,1119,10.4,Brimbank City Council,190000.0,House
Kensington,28 Pridham St,5,h,1001000.0,S,Rendina,24/09/2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,200200.0,House
Kensington,123 Rankins Rd,2,h,850000.0,SP,Nelson,24/09/2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,425000.0,House
Kensington,103/60 Speakmen St,1,u,310000.0,PI,Edward,24/09/2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,310000.0,Unit
Kensington,111/80 Speakmen St,1,u,310000.0,VB,Edward,24/09/2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,310000.0,Unit
Kew,9/25 Derby St,2,u,557000.0,S,Nelson,24/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,278500.0,Unit
Kew,27 Earl St,3,h,1410000.0,PI,Fletchers,24/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,470000.0,House
Kew,4/97 Earl St,4,t,1000000.0,VB,Fletchers,24/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,250000.0,Townhouse
Kew,2 Fernhurst Gr,4,h,2450000.0,VB,Jellis,24/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,612500.0,House
Kew,51 Princess St,4,h,2460000.0,S,Marshall,24/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,615000.0,House
Kew East,9a Arden Ct,3,t,1963000.0,S,Noel,24/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,654333.3333333334,Townhouse
Kew East,36 Belford Rd,4,h,1315000.0,SP,Nelson,24/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,328750.0,House
Kew East,4/69 Windella Av,2,u,675000.0,S,Jellis,24/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,337500.0,Unit
Kingsville,72 Chirnside St,4,h,1275000.0,SP,Jas,24/09/2016,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council,318750.0,House
Kingsville,57 Wales St,3,h,925000.0,SP,Village,24/09/2016,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council,308333.3333333333,House
Knoxfield,16 Valetta Cr,3,h,726000.0,S,iTRAK,24/09/2016,3180,Eastern Metropolitan,2949,23.3,Knox City Council,242000.0,House
Lalor,24 Currawong Av,3,u,455000.0,S,Harcourts,24/09/2016,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,151666.66666666666,Unit
Lalor,183 Darebin Dr,3,h,599000.0,S,Harcourts,24/09/2016,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,199666.66666666666,House
Lalor,13 Middleton St,3,u,715000.0,S,Harcourts,24/09/2016,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,238333.33333333334,Unit
Laverton,7 Bruce St,3,h,435000.0,SP,hockingstuart,24/09/2016,3028,Western Metropolitan,2004,15.5,Hobsons Bay City Council,145000.0,House
Lilydale,9 Athlone St,4,h,657000.0,S,Jellis,24/09/2016,3140,Eastern Victoria,6732,29.9,Yarra Ranges Shire Council,164250.0,House
Lower Plenty,14 Anthony Cl,4,h,925000.0,S,Morrison,24/09/2016,3093,Eastern Metropolitan,1624,14.6,Banyule City Council,231250.0,House
Lower Plenty,8 Rangeview Rd,4,h,965500.0,S,Buckingham,24/09/2016,3093,Eastern Metropolitan,1624,14.6,Banyule City Council,241375.0,House
MacLeod,2/41 Cherry St,2,u,551000.0,S,Fletchers,24/09/2016,3085,Northern Metropolitan,4168,12.7,Banyule City Council,275500.0,Unit
